Gender,Race,MOS_Type,taxnum,ranklit,sex,appdate,YearsOnJob,YearsOnJob (bins)
Male,White,Uniform,960198,POM,Male,01/06/2016,5,5
Male,White,Uniform,960222,POM,Male,01/06/2016,5,5
Male,White,Uniform,960223,POM,Male,01/06/2016,5,5
Male,White,Uniform,960255,POM,Male,01/06/2016,5,5
Male,White,Uniform,960279,POM,Male,01/06/2016,5,5
Male,White,Uniform,960287,POM,Male,01/06/2016,5,5
Male,White,Uniform,960298,POM,Male,01/06/2016,5,5
Male,White,Uniform,960305,POM,Male,01/06/2016,5,5
Male,White,Uniform,960307,POM,Male,01/06/2016,5,5
Male,White,Uniform,960327,POM,Male,01/06/2016,5,5
Male,White,Uniform,960334,POM,Male,01/06/2016,5,5
Male,White,Uniform,960388,POM,Male,01/06/2016,5,5
Male,White,Uniform,960391,POM,Male,01/06/2016,5,5
Male,White,Uniform,960416,POM,Male,01/06/2016,5,5
Male,White,Uniform,960440,POM,Male,01/06/2016,5,5
Male,White,Uniform,960442,POM,Male,01/06/2016,5,5
Male,White,Uniform,960448,POM,Male,01/06/2016,5,5
Male,White,Uniform,960464,POM,Male,01/06/2016,5,5
Male,White,Uniform,960475,POM,Male,01/06/2016,5,5
Male,White,Uniform,960493,POM,Male,01/06/2016,5,5
Male,White,Uniform,960495,POM,Male,01/06/2016,5,5
Male,White,Uniform,960496,POM,Male,01/06/2016,5,5
Male,White,Uniform,960518,POM,Male,01/06/2016,5,5
Male,White,Uniform,960520,POM,Male,01/06/2016,5,5
Male,White,Uniform,960546,POM,Male,01/06/2016,5,5
Male,White,Uniform,960560,POM,Male,01/06/2016,5,5
Male,White,Uniform,960565,POM,Male,01/06/2016,5,5
Male,White,Uniform,960588,POM,Male,01/06/2016,5,5
Male,White,Uniform,960596,POM,Male,01/06/2016,5,5
Male,White,Uniform,960638,POM,Male,01/06/2016,5,5
Male,White,Uniform,960643,POM,Male,01/06/2016,5,5
Male,White,Uniform,960650,POM,Male,01/06/2016,5,5
Male,White,Uniform,960672,POM,Male,01/06/2016,5,5
Male,White,Uniform,960678,POM,Male,01/06/2016,5,5
Male,White,Uniform,960745,POM,Male,01/06/2016,5,5
Male,White,Uniform,960747,POM,Male,01/06/2016,5,5
Male,White,Uniform,960749,POM,Male,01/06/2016,5,5
Male,White,Uniform,960773,POM,Male,01/06/2016,5,5
Male,White,Uniform,960811,POM,Male,01/06/2016,5,5
Male,White,Uniform,960821,POM,Male,01/06/2016,5,5
Male,White,Uniform,960869,POM,Male,01/06/2016,5,5
Male,White,Uniform,960880,POM,Male,01/06/2016,5,5
Male,White,Uniform,960906,POM,Male,01/06/2016,5,5
Male,White,Uniform,960916,POM,Male,01/06/2016,5,5
Male,White,Uniform,960953,POM,Male,01/06/2016,5,5
Male,White,Uniform,960990,POM,Male,01/06/2016,5,5
Male,White,Uniform,961001,POM,Male,01/06/2016,5,5
Male,White,Uniform,961019,POM,Male,01/06/2016,5,5
Male,White,Uniform,961029,POM,Male,01/06/2016,5,5
Male,White,Uniform,961032,POM,Male,01/06/2016,5,5
Male,White,Uniform,961060,POM,Male,01/06/2016,5,5
Male,White,Uniform,961061,POM,Male,01/06/2016,5,5
Male,White,Uniform,961113,POM,Male,01/06/2016,5,5
Male,White,Uniform,961117,POM,Male,01/06/2016,5,5
Male,White,Uniform,961157,POM,Male,01/06/2016,5,5
Male,White,Uniform,961158,POM,Male,01/06/2016,5,5
Male,White,Uniform,961183,POM,Male,01/06/2016,5,5
Male,White,Uniform,961209,POM,Male,01/06/2016,5,5
Male,White,Uniform,961259,POM,Male,01/06/2016,5,5
Male,White,Uniform,961260,POM,Male,01/06/2016,5,5
Male,White,Uniform,961305,POM,Male,01/06/2016,5,5
Male,White,Uniform,961307,POM,Male,01/06/2016,5,5
Male,White,Uniform,961310,POM,Male,01/06/2016,5,5
Male,White,Uniform,961325,POM,Male,01/06/2016,5,5
Male,White,Uniform,961332,POM,Male,01/06/2016,5,5
Male,White,Uniform,961333,POM,Male,01/06/2016,5,5
Male,White,Uniform,961337,POM,Male,01/06/2016,5,5
Male,White,Uniform,961343,POM,Male,01/06/2016,5,5
Male,White,Uniform,961362,POM,Male,01/06/2016,5,5
Male,White,Uniform,961375,POM,Male,01/06/2016,5,5
Male,White,Uniform,961448,POM,Male,01/06/2016,5,5
Male,White,Uniform,961450,POM,Male,01/06/2016,5,5
Male,White,Uniform,961453,POM,Male,01/06/2016,5,5
Male,White,Uniform,961460,POM,Male,01/06/2016,5,5
Male,White,Uniform,961481,POM,Male,01/06/2016,5,5
Male,White,Uniform,960116,POM,Male,01/06/2016,5,5
Male,White,Uniform,960118,POM,Male,01/06/2016,5,5
Male,White,Uniform,960119,POM,Male,01/06/2016,5,5
Male,White,Uniform,960130,POM,Male,01/06/2016,5,5
Male,White,Uniform,960131,POM,Male,01/06/2016,5,5
Male,White,Uniform,960132,POM,Male,01/06/2016,5,5
Male,White,Uniform,960147,POM,Male,01/06/2016,5,5
Male,White,Uniform,960155,POM,Male,01/06/2016,5,5
Male,White,Uniform,960159,POM,Male,01/06/2016,5,5
Male,White,Uniform,960162,POM,Male,01/06/2016,5,5
Male,White,Uniform,960163,POM,Male,01/06/2016,5,5
Male,White,Uniform,960165,POM,Male,01/06/2016,5,5
Male,White,Uniform,960171,POM,Male,01/06/2016,5,5
Male,White,Uniform,960172,POM,Male,01/06/2016,5,5
Male,White,Uniform,960177,POM,Male,01/06/2016,5,5
Male,White,Uniform,960179,POM,Male,01/06/2016,5,5
Male,White,Uniform,960180,POM,Male,01/06/2016,5,5
Male,White,Uniform,960187,POM,Male,01/06/2016,5,5
Male,White,Uniform,960189,POM,Male,01/06/2016,5,5
Male,White,Uniform,960190,POM,Male,01/06/2016,5,5
Male,White,Uniform,960194,POM,Male,01/06/2016,5,5
Male,White,Uniform,960196,POM,Male,01/06/2016,5,5
Male,White,Uniform,960199,POM,Male,01/06/2016,5,5
Male,White,Uniform,960203,POM,Male,01/06/2016,5,5
Male,White,Uniform,960205,POM,Male,01/06/2016,5,5
Male,White,Uniform,960206,POM,Male,01/06/2016,5,5
Male,White,Uniform,960207,POM,Male,01/06/2016,5,5
Male,White,Uniform,960208,POM,Male,01/06/2016,5,5
Male,White,Uniform,960209,POM,Male,01/06/2016,5,5
Male,White,Uniform,960215,POM,Male,01/06/2016,5,5
Male,White,Uniform,960216,POM,Male,01/06/2016,5,5
Male,White,Uniform,960217,POM,Male,01/06/2016,5,5
Male,White,Uniform,960218,POM,Male,01/06/2016,5,5
Male,White,Uniform,960221,POM,Male,01/06/2016,5,5
Male,White,Uniform,960225,POM,Male,01/06/2016,5,5
Male,White,Uniform,960227,POM,Male,01/06/2016,5,5
Male,White,Uniform,960231,POM,Male,01/06/2016,5,5
Male,White,Uniform,960235,POM,Male,01/06/2016,5,5
Male,White,Uniform,960237,POM,Male,01/06/2016,5,5
Male,White,Uniform,960238,POM,Male,01/06/2016,5,5
Male,White,Uniform,960239,POM,Male,01/06/2016,5,5
Male,White,Uniform,960246,POM,Male,01/06/2016,5,5
Male,White,Uniform,960247,POM,Male,01/06/2016,5,5
Male,White,Uniform,960250,POM,Male,01/06/2016,5,5
Male,White,Uniform,960251,POM,Male,01/06/2016,5,5
Male,White,Uniform,960258,POM,Male,01/06/2016,5,5
Male,White,Uniform,960261,POM,Male,01/06/2016,5,5
Male,White,Uniform,960265,POM,Male,01/06/2016,5,5
Male,White,Uniform,960269,POM,Male,01/06/2016,5,5
Male,White,Uniform,960270,POM,Male,01/06/2016,5,5
Male,White,Uniform,960271,POM,Male,01/06/2016,5,5
Male,White,Uniform,960272,POM,Male,01/06/2016,5,5
Male,White,Uniform,960275,POM,Male,01/06/2016,5,5
Male,White,Uniform,960284,POM,Male,01/06/2016,5,5
Male,White,Uniform,960288,POM,Male,01/06/2016,5,5
Male,White,Uniform,960295,POM,Male,01/06/2016,5,5
Male,White,Uniform,960296,POM,Male,01/06/2016,5,5
Male,White,Uniform,960299,POM,Male,01/06/2016,5,5
Male,White,Uniform,960309,POM,Male,01/06/2016,5,5
Male,White,Uniform,960310,POM,Male,01/06/2016,5,5
Male,White,Uniform,960311,POM,Male,01/06/2016,5,5
Male,White,Uniform,960312,POM,Male,01/06/2016,5,5
Male,White,Uniform,960317,POM,Male,01/06/2016,5,5
Male,White,Uniform,960320,POM,Male,01/06/2016,5,5
Male,White,Uniform,960332,POM,Male,01/06/2016,5,5
Male,White,Uniform,960337,POM,Male,01/06/2016,5,5
Male,White,Uniform,960344,POM,Male,01/06/2016,5,5
Male,White,Uniform,960369,POM,Male,01/06/2016,5,5
Male,White,Uniform,960374,POM,Male,01/06/2016,5,5
Male,White,Uniform,960375,POM,Male,01/06/2016,5,5
Male,White,Uniform,960377,POM,Male,01/06/2016,5,5
Male,White,Uniform,960380,POM,Male,01/06/2016,5,5
Male,White,Uniform,960384,POM,Male,01/06/2016,5,5
Male,White,Uniform,960386,POM,Male,01/06/2016,5,5
Male,White,Uniform,960389,POM,Male,01/06/2016,5,5
Male,White,Uniform,960394,POM,Male,01/06/2016,5,5
Male,White,Uniform,960396,POM,Male,01/06/2016,5,5
Male,White,Uniform,960397,POM,Male,01/06/2016,5,5
Male,White,Uniform,960398,POM,Male,01/06/2016,5,5
Male,White,Uniform,960400,POM,Male,01/06/2016,5,5
Male,White,Uniform,960402,POM,Male,01/06/2016,5,5
Male,White,Uniform,960404,POM,Male,01/06/2016,5,5
Male,White,Uniform,960411,POM,Male,01/06/2016,5,5
Male,White,Uniform,960415,POM,Male,01/06/2016,5,5
Male,White,Uniform,960417,POM,Male,01/06/2016,5,5
Male,White,Uniform,960422,POM,Male,01/06/2016,5,5
Male,White,Uniform,960423,POM,Male,01/06/2016,5,5
Male,White,Uniform,960425,POM,Male,01/06/2016,5,5
Male,White,Uniform,960427,POM,Male,01/06/2016,5,5
Male,White,Uniform,960433,POM,Male,01/06/2016,5,5
Male,White,Uniform,960434,POM,Male,01/06/2016,5,5
Male,White,Uniform,960439,POM,Male,01/06/2016,5,5
Male,White,Uniform,960443,POM,Male,01/06/2016,5,5
Male,White,Uniform,960446,POM,Male,01/06/2016,5,5
Male,White,Uniform,960447,POM,Male,01/06/2016,5,5
Male,White,Uniform,960453,POM,Male,01/06/2016,5,5
Male,White,Uniform,960460,POM,Male,01/06/2016,5,5
Male,White,Uniform,960461,POM,Male,01/06/2016,5,5
Male,White,Uniform,960463,POM,Male,01/06/2016,5,5
Male,White,Uniform,960465,POM,Male,01/06/2016,5,5
Male,White,Uniform,960466,POM,Male,01/06/2016,5,5
Male,White,Uniform,960472,POM,Male,01/06/2016,5,5
Male,White,Uniform,960473,POM,Male,01/06/2016,5,5
Male,White,Uniform,960477,POM,Male,01/06/2016,5,5
Male,White,Uniform,960480,POM,Male,01/06/2016,5,5
Male,White,Uniform,960483,POM,Male,01/06/2016,5,5
Male,White,Uniform,960488,POM,Male,01/06/2016,5,5
Male,White,Uniform,960494,POM,Male,01/06/2016,5,5
Male,White,Uniform,960500,POM,Male,01/06/2016,5,5
Male,White,Uniform,960502,POM,Male,01/06/2016,5,5
Male,White,Uniform,960504,POM,Male,01/06/2016,5,5
Male,White,Uniform,960509,POM,Male,01/06/2016,5,5
Male,White,Uniform,960519,POM,Male,01/06/2016,5,5
Male,White,Uniform,960525,POM,Male,01/06/2016,5,5
Male,White,Uniform,960531,POM,Male,01/06/2016,5,5
Male,White,Uniform,960532,POM,Male,01/06/2016,5,5
Male,White,Uniform,960533,POM,Male,01/06/2016,5,5
Male,White,Uniform,960534,POM,Male,01/06/2016,5,5
Male,White,Uniform,960536,POM,Male,01/06/2016,5,5
Male,White,Uniform,960539,POM,Male,01/06/2016,5,5
Male,White,Uniform,960541,POM,Male,01/06/2016,5,5
Male,White,Uniform,960543,POM,Male,01/06/2016,5,5
Male,White,Uniform,960545,POM,Male,01/06/2016,5,5
Male,White,Uniform,960549,POM,Male,01/06/2016,5,5
Male,White,Uniform,960550,POM,Male,01/06/2016,5,5
Male,White,Uniform,960552,POM,Male,01/06/2016,5,5
Male,White,Uniform,960557,POM,Male,01/06/2016,5,5
Male,White,Uniform,960558,POM,Male,01/06/2016,5,5
Male,White,Uniform,960559,POM,Male,01/06/2016,5,5
Male,White,Uniform,960564,POM,Male,01/06/2016,5,5
Male,White,Uniform,960566,POM,Male,01/06/2016,5,5
Male,White,Uniform,960567,POM,Male,01/06/2016,5,5
Male,White,Uniform,960569,POM,Male,01/06/2016,5,5
Male,White,Uniform,960571,POM,Male,01/06/2016,5,5
Male,White,Uniform,960580,POM,Male,01/06/2016,5,5
Male,White,Uniform,960585,POM,Male,01/06/2016,5,5
Male,White,Uniform,960590,POM,Male,01/06/2016,5,5
Male,White,Uniform,960591,POM,Male,01/06/2016,5,5
Male,White,Uniform,960592,POM,Male,01/06/2016,5,5
Male,White,Uniform,960594,POM,Male,01/06/2016,5,5
Male,White,Uniform,960595,POM,Male,01/06/2016,5,5
Male,White,Uniform,960597,POM,Male,01/06/2016,5,5
Male,White,Uniform,960599,POM,Male,01/06/2016,5,5
Male,White,Uniform,960616,POM,Male,01/06/2016,5,5
Male,White,Uniform,960633,POM,Male,01/06/2016,5,5
Male,White,Uniform,960635,POM,Male,01/06/2016,5,5
Male,White,Uniform,960644,POM,Male,01/06/2016,5,5
Male,White,Uniform,960645,POM,Male,01/06/2016,5,5
Male,White,Uniform,960658,POM,Male,01/06/2016,5,5
Male,White,Uniform,960676,POM,Male,01/06/2016,5,5
Male,White,Uniform,960679,POM,Male,01/06/2016,5,5
Male,White,Uniform,960683,POM,Male,01/06/2016,5,5
Male,White,Uniform,960690,POM,Male,01/06/2016,5,5
Male,White,Uniform,960691,POM,Male,01/06/2016,5,5
Male,White,Uniform,960695,POM,Male,01/06/2016,5,5
Male,White,Uniform,960700,POM,Male,01/06/2016,5,5
Male,White,Uniform,960704,POM,Male,01/06/2016,5,5
Male,White,Uniform,960706,POM,Male,01/06/2016,5,5
Male,White,Uniform,960729,POM,Male,01/06/2016,5,5
Male,White,Uniform,960740,POM,Male,01/06/2016,5,5
Male,White,Uniform,960741,POM,Male,01/06/2016,5,5
Male,White,Uniform,960746,POM,Male,01/06/2016,5,5
Male,White,Uniform,960748,POM,Male,01/06/2016,5,5
Male,White,Uniform,960752,POM,Male,01/06/2016,5,5
Male,White,Uniform,960753,POM,Male,01/06/2016,5,5
Male,White,Uniform,960754,POM,Male,01/06/2016,5,5
Male,White,Uniform,960758,POM,Male,01/06/2016,5,5
Male,White,Uniform,960763,POM,Male,01/06/2016,5,5
Male,White,Uniform,960765,POM,Male,01/06/2016,5,5
Male,White,Uniform,960766,POM,Male,01/06/2016,5,5
Male,White,Uniform,960767,POM,Male,01/06/2016,5,5
Male,White,Uniform,960768,POM,Male,01/06/2016,5,5
Male,White,Uniform,960769,POM,Male,01/06/2016,5,5
Male,White,Uniform,960775,POM,Male,01/06/2016,5,5
Male,White,Uniform,960776,POM,Male,01/06/2016,5,5
Male,White,Uniform,960777,POM,Male,01/06/2016,5,5
Male,White,Uniform,960778,POM,Male,01/06/2016,5,5
Male,White,Uniform,960781,POM,Male,01/06/2016,5,5
Male,White,Uniform,960783,POM,Male,01/06/2016,5,5
Male,White,Uniform,960784,POM,Male,01/06/2016,5,5
Male,White,Uniform,960793,POM,Male,01/06/2016,5,5
Male,White,Uniform,960798,POM,Male,01/06/2016,5,5
Male,White,Uniform,960799,POM,Male,01/06/2016,5,5
Male,White,Uniform,960801,POM,Male,01/06/2016,5,5
Male,White,Uniform,960810,POM,Male,01/06/2016,5,5
Male,White,Uniform,960816,POM,Male,01/06/2016,5,5
Male,White,Uniform,960820,POM,Male,01/06/2016,5,5
Male,White,Uniform,960832,POM,Male,01/06/2016,5,5
Male,White,Uniform,960847,POM,Male,01/06/2016,5,5
Male,White,Uniform,960848,POM,Male,01/06/2016,5,5
Male,White,Uniform,960853,POM,Male,01/06/2016,5,5
Male,White,Uniform,960858,POM,Male,01/06/2016,5,5
Male,White,Uniform,960859,POM,Male,01/06/2016,5,5
Male,White,Uniform,960860,POM,Male,01/06/2016,5,5
Male,White,Uniform,960864,POM,Male,01/06/2016,5,5
Male,White,Uniform,960870,POM,Male,01/06/2016,5,5
Male,White,Uniform,960874,POM,Male,01/06/2016,5,5
Male,White,Uniform,960892,POM,Male,01/06/2016,5,5
Male,White,Uniform,960893,POM,Male,01/06/2016,5,5
Male,White,Uniform,960897,POM,Male,01/06/2016,5,5
Male,White,Uniform,960899,POM,Male,01/06/2016,5,5
Male,White,Uniform,960900,POM,Male,01/06/2016,5,5
Male,White,Uniform,960903,POM,Male,01/06/2016,5,5
Male,White,Uniform,960905,POM,Male,01/06/2016,5,5
Male,White,Uniform,960907,POM,Male,01/06/2016,5,5
Male,White,Uniform,960910,POM,Male,01/06/2016,5,5
Male,White,Uniform,960911,POM,Male,01/06/2016,5,5
Male,White,Uniform,960915,POM,Male,01/06/2016,5,5
Male,White,Uniform,960917,POM,Male,01/06/2016,5,5
Male,White,Uniform,960919,POM,Male,01/06/2016,5,5
Male,White,Uniform,960921,POM,Male,01/06/2016,5,5
Male,White,Uniform,960931,POM,Male,01/06/2016,5,5
Male,White,Uniform,960935,POM,Male,01/06/2016,5,5
Male,White,Uniform,960937,POM,Male,01/06/2016,5,5
Male,White,Uniform,960939,POM,Male,01/06/2016,5,5
Male,White,Uniform,960942,POM,Male,01/06/2016,5,5
Male,White,Uniform,960943,POM,Male,01/06/2016,5,5
Male,White,Uniform,960945,POM,Male,01/06/2016,5,5
Male,White,Uniform,960946,POM,Male,01/06/2016,5,5
Male,White,Uniform,960950,POM,Male,01/06/2016,5,5
Male,White,Uniform,960958,POM,Male,01/06/2016,5,5
Male,White,Uniform,960960,POM,Male,01/06/2016,5,5
Male,White,Uniform,960962,POM,Male,01/06/2016,5,5
Male,White,Uniform,960973,POM,Male,01/06/2016,5,5
Male,White,Uniform,960978,POM,Male,01/06/2016,5,5
Male,White,Uniform,960979,POM,Male,01/06/2016,5,5
Male,White,Uniform,960981,POM,Male,01/06/2016,5,5
Male,White,Uniform,960987,POM,Male,01/06/2016,5,5
Male,White,Uniform,960995,POM,Male,01/06/2016,5,5
Male,White,Uniform,960998,POM,Male,01/06/2016,5,5
Male,White,Uniform,961000,POM,Male,01/06/2016,5,5
Male,White,Uniform,961002,POM,Male,01/06/2016,5,5
Male,White,Uniform,961004,POM,Male,01/06/2016,5,5
Male,White,Uniform,961005,POM,Male,01/06/2016,5,5
Male,White,Uniform,961017,POM,Male,01/06/2016,5,5
Male,White,Uniform,961018,POM,Male,01/06/2016,5,5
Male,White,Uniform,961022,POM,Male,01/06/2016,5,5
Male,White,Uniform,961023,POM,Male,01/06/2016,5,5
Male,White,Uniform,961024,POM,Male,01/06/2016,5,5
Male,White,Uniform,961035,POM,Male,01/06/2016,5,5
Male,White,Uniform,961040,POM,Male,01/06/2016,5,5
Male,White,Uniform,961047,POM,Male,01/06/2016,5,5
Male,White,Uniform,961051,POM,Male,01/06/2016,5,5
Male,White,Uniform,961052,POM,Male,01/06/2016,5,5
Male,White,Uniform,961055,POM,Male,01/06/2016,5,5
Male,White,Uniform,961056,POM,Male,01/06/2016,5,5
Male,White,Uniform,961059,POM,Male,01/06/2016,5,5
Male,White,Uniform,961062,POM,Male,01/06/2016,5,5
Male,White,Uniform,961064,POM,Male,01/06/2016,5,5
Male,White,Uniform,961069,POM,Male,01/06/2016,5,5
Male,White,Uniform,961071,POM,Male,01/06/2016,5,5
Male,White,Uniform,961077,POM,Male,01/06/2016,5,5
Male,White,Uniform,961082,POM,Male,01/06/2016,5,5
Male,White,Uniform,961085,POM,Male,01/06/2016,5,5
Male,White,Uniform,961086,POM,Male,01/06/2016,5,5
Male,White,Uniform,961100,POM,Male,01/06/2016,5,5
Male,White,Uniform,961108,POM,Male,01/06/2016,5,5
Male,White,Uniform,961109,POM,Male,01/06/2016,5,5
Male,White,Uniform,961111,POM,Male,01/06/2016,5,5
Male,White,Uniform,961119,POM,Male,01/06/2016,5,5
Male,White,Uniform,961120,POM,Male,01/06/2016,5,5
Male,White,Uniform,961121,POM,Male,01/06/2016,5,5
Male,White,Uniform,961124,POM,Male,01/06/2016,5,5
Male,White,Uniform,961125,POM,Male,01/06/2016,5,5
Male,White,Uniform,961127,POM,Male,01/06/2016,5,5
Male,White,Uniform,961128,POM,Male,01/06/2016,5,5
Male,White,Uniform,961137,POM,Male,01/06/2016,5,5
Male,White,Uniform,961139,POM,Male,01/06/2016,5,5
Male,White,Uniform,961153,POM,Male,01/06/2016,5,5
Male,White,Uniform,961164,POM,Male,01/06/2016,5,5
Male,White,Uniform,961167,POM,Male,01/06/2016,5,5
Male,White,Uniform,961178,POM,Male,01/06/2016,5,5
Male,White,Uniform,961180,POM,Male,01/06/2016,5,5
Male,White,Uniform,961198,POM,Male,01/06/2016,5,5
Male,White,Uniform,961199,POM,Male,01/06/2016,5,5
Male,White,Uniform,961202,POM,Male,01/06/2016,5,5
Male,White,Uniform,961205,POM,Male,01/06/2016,5,5
Male,White,Uniform,961207,POM,Male,01/06/2016,5,5
Male,White,Uniform,961208,POM,Male,01/06/2016,5,5
Male,White,Uniform,961214,POM,Male,01/06/2016,5,5
Male,White,Uniform,961216,POM,Male,01/06/2016,5,5
Male,White,Uniform,961218,POM,Male,01/06/2016,5,5
Male,White,Uniform,961219,POM,Male,01/06/2016,5,5
Male,White,Uniform,961220,POM,Male,01/06/2016,5,5
Male,White,Uniform,961222,POM,Male,01/06/2016,5,5
Male,White,Uniform,961223,POM,Male,01/06/2016,5,5
Male,White,Uniform,961227,POM,Male,01/06/2016,5,5
Male,White,Uniform,961230,POM,Male,01/06/2016,5,5
Male,White,Uniform,961232,POM,Male,01/06/2016,5,5
Male,White,Uniform,961235,POM,Male,01/06/2016,5,5
Male,White,Uniform,961246,POM,Male,01/06/2016,5,5
Male,White,Uniform,961247,POM,Male,01/06/2016,5,5
Male,White,Uniform,961248,POM,Male,01/06/2016,5,5
Male,White,Uniform,961250,POM,Male,01/06/2016,5,5
Male,White,Uniform,961251,POM,Male,01/06/2016,5,5
Male,White,Uniform,961253,POM,Male,01/06/2016,5,5
Male,White,Uniform,961254,POM,Male,01/06/2016,5,5
Male,White,Uniform,961256,POM,Male,01/06/2016,5,5
Male,White,Uniform,961257,POM,Male,01/06/2016,5,5
Male,White,Uniform,961262,POM,Male,01/06/2016,5,5
Male,White,Uniform,961263,POM,Male,01/06/2016,5,5
Male,White,Uniform,961269,POM,Male,01/06/2016,5,5
Male,White,Uniform,961271,POM,Male,01/06/2016,5,5
Male,White,Uniform,961280,POM,Male,01/06/2016,5,5
Male,White,Uniform,961282,POM,Male,01/06/2016,5,5
Male,White,Uniform,961285,POM,Male,01/06/2016,5,5
Male,White,Uniform,961286,POM,Male,01/06/2016,5,5
Male,White,Uniform,961298,POM,Male,01/06/2016,5,5
Male,White,Uniform,961299,POM,Male,01/06/2016,5,5
Male,White,Uniform,961302,POM,Male,01/06/2016,5,5
Male,White,Uniform,961303,POM,Male,01/06/2016,5,5
Male,White,Uniform,961311,POM,Male,01/06/2016,5,5
Male,White,Uniform,961312,POM,Male,01/06/2016,5,5
Male,White,Uniform,961313,POM,Male,01/06/2016,5,5
Male,White,Uniform,961321,POM,Male,01/06/2016,5,5
Male,White,Uniform,961322,POM,Male,01/06/2016,5,5
Male,White,Uniform,961323,POM,Male,01/06/2016,5,5
Male,White,Uniform,961326,POM,Male,01/06/2016,5,5
Male,White,Uniform,961334,POM,Male,01/06/2016,5,5
Male,White,Uniform,961339,POM,Male,01/06/2016,5,5
Male,White,Uniform,961344,POM,Male,01/06/2016,5,5
Male,White,Uniform,961345,POM,Male,01/06/2016,5,5
Male,White,Uniform,961350,POM,Male,01/06/2016,5,5
Male,White,Uniform,961351,POM,Male,01/06/2016,5,5
Male,White,Uniform,961352,POM,Male,01/06/2016,5,5
Male,White,Uniform,961354,POM,Male,01/06/2016,5,5
Male,White,Uniform,961357,POM,Male,01/06/2016,5,5
Male,White,Uniform,961361,POM,Male,01/06/2016,5,5
Male,White,Uniform,961365,POM,Male,01/06/2016,5,5
Male,White,Uniform,961370,POM,Male,01/06/2016,5,5
Male,White,Uniform,961377,POM,Male,01/06/2016,5,5
Male,White,Uniform,961378,POM,Male,01/06/2016,5,5
Male,White,Uniform,961380,POM,Male,01/06/2016,5,5
Male,White,Uniform,961389,POM,Male,01/06/2016,5,5
Male,White,Uniform,961394,POM,Male,01/06/2016,5,5
Male,White,Uniform,961400,POM,Male,01/06/2016,5,5
Male,White,Uniform,961405,POM,Male,01/06/2016,5,5
Male,White,Uniform,961406,POM,Male,01/06/2016,5,5
Male,White,Uniform,961416,POM,Male,01/06/2016,5,5
Male,White,Uniform,961431,POM,Male,01/06/2016,5,5
Male,White,Uniform,961432,POM,Male,01/06/2016,5,5
Male,White,Uniform,961437,POM,Male,01/06/2016,5,5
Male,White,Uniform,961440,POM,Male,01/06/2016,5,5
Male,White,Uniform,961441,POM,Male,01/06/2016,5,5
Male,White,Uniform,961444,POM,Male,01/06/2016,5,5
Male,White,Uniform,961445,POM,Male,01/06/2016,5,5
Male,White,Uniform,961446,POM,Male,01/06/2016,5,5
Male,White,Uniform,961449,POM,Male,01/06/2016,5,5
Male,White,Uniform,961457,POM,Male,01/06/2016,5,5
Male,White,Uniform,961462,POM,Male,01/06/2016,5,5
Male,White,Uniform,961465,POM,Male,01/06/2016,5,5
Male,White,Uniform,961466,POM,Male,01/06/2016,5,5
Male,White,Uniform,961469,POM,Male,01/06/2016,5,5
Male,White,Uniform,961471,POM,Male,01/06/2016,5,5
Male,White,Uniform,961472,POM,Male,01/06/2016,5,5
Male,White,Uniform,961474,POM,Male,01/06/2016,5,5
Male,White,Uniform,961482,POM,Male,01/06/2016,5,5
Male,White,Uniform,961483,POM,Male,01/06/2016,5,5
Male,White,Uniform,958216,POM,Male,07/08/2015,5,5
Male,White,Uniform,958218,POM,Male,07/08/2015,5,5
Male,White,Uniform,958232,POM,Male,07/08/2015,5,5
Male,White,Uniform,958234,POM,Male,07/08/2015,5,5
Male,White,Uniform,958235,POM,Male,07/08/2015,5,5
Male,White,Uniform,958242,POM,Male,07/08/2015,5,5
Male,White,Uniform,958243,POM,Male,07/08/2015,5,5
Male,White,Uniform,958248,POM,Male,07/08/2015,5,5
Male,White,Uniform,958252,POM,Male,07/08/2015,5,5
Male,White,Uniform,958253,POM,Male,07/08/2015,5,5
Male,White,Uniform,958256,POM,Male,07/08/2015,5,5
Male,White,Uniform,958258,POM,Male,07/08/2015,5,5
Male,White,Uniform,958260,POM,Male,07/08/2015,5,5
Male,White,Uniform,958262,POM,Male,07/08/2015,5,5
Male,White,Uniform,958272,POM,Male,07/08/2015,5,5
Male,White,Uniform,958273,POM,Male,07/08/2015,5,5
Male,White,Uniform,958278,POM,Male,07/08/2015,5,5
Male,White,Uniform,958282,POM,Male,07/08/2015,5,5
Male,White,Uniform,958283,POM,Male,07/08/2015,5,5
Male,White,Uniform,958287,POM,Male,07/08/2015,5,5
Male,White,Uniform,958288,POM,Male,07/08/2015,5,5
Male,White,Uniform,958291,POM,Male,07/08/2015,5,5
Male,White,Uniform,958293,POM,Male,07/08/2015,5,5
Male,White,Uniform,958297,POM,Male,07/08/2015,5,5
Male,White,Uniform,958298,POM,Male,07/08/2015,5,5
Male,White,Uniform,958307,POM,Male,07/08/2015,5,5
Male,White,Uniform,958308,POM,Male,07/08/2015,5,5
Male,White,Uniform,958309,POM,Male,07/08/2015,5,5
Male,White,Uniform,958311,POM,Male,07/08/2015,5,5
Male,White,Uniform,958315,POM,Male,07/08/2015,5,5
Male,White,Uniform,958316,POM,Male,07/08/2015,5,5
